id	text	majortopic
2047	Russia rejects Peking call on border talks	0
2048	Rating aid grant to rise by Å2,000m	0
2049	Interest rates fall in America as recession fears grow	1
2050	Summit hopes rise after Paris dinner	0
2051	Mr Wilson wins compromise agreement after clash with French	0
2052	Reform of contempt law urged in report	2
2053	Pound sinks to lowest level ever as confusion mounts over future of oil payments to Arabs	1
2054	BBC to cut services by tenth in new year	0
2055	Freed British girl arrives home	0
2056	Israel's papers advertise anti-Zionists	0
2057	Community ministers of finance agree on plans for recycling petrodollars to deficit countries	0
2058	Russia rejects trade pact with US in blow to dÃ©tente	0
2059	Group of Ten agree two schemes for recycling petrodollars	0
2060	Newspapers face disruption as talks fail	0
2061	Death threat in Å50,000 ransom note	2
2062	Iraq police hold Orly terror gang	0
2063	GLC narrowly rejects proposal to abolish film censorship	0
2064	Denmark in search of another Government	0
2065	Italy's judges plan to go on strike	2
2066	CBI forecasts gloomy business prospects and rising unemployment	1
2067	Five killed, 30 hurt in Israel discotheque blast	0
2068	Dr Kissinger plans new peace shuttle next month	0
2069	Mr Healey says pay rises threaten to bankrupt nation	1
2070	Italian court declares that abortion is legal	0
2071	Fishing boats blockade Boulogne port	0
2072	Doctor sentenced	2
2073	Ortoli call on Britain to remain in EEC	0
2074	Mozambique applauded for returning British fugitive	0
2075	Labour unlikely to quit if it loses EEC vote	0
2076	Embassy advises Britons to leave Cambodia	0
2077	Herr Lorenz released by his kidnappers	0
2078	Britain wins agreement on budget and butter at Dublin EEC summit	0
2079	Dowager Lady Devonport forced from her home	2
2080	Rhodesia African leader killed in car explosion	0
2081	Critical stage reached in Kissinger talks	0
2082	Judge complains of mud-slinging	2
2083	Kidnappers' terms accepted by France	0
2084	Mr Wilson misses EEC talks for theatre	0
2085	Mr Shelepin to cut short visit	0
2086	Briton arrested in Ethiopia	0
2087	European poll likely to be held on June 5	0
2088	Mrs Thatcher stills anti-Europe clamour	0
2089	Income tax goes up 2pc with bigger allowance	1
2090	Budget slashes public spending and puts stiff restraint on taxpayers to curb demand	1
2091	Wider EEC franchise demand is rejected	0
2092	Motive behind Shelepin downfall	0
2093	Prince of Wales visit to India	0
2094	Guard held over consulate murders	2
2095	Stonehouse extradition warrant is issued	0
2096	Reporter jailed for refusal to identify man	2
2097	Dublin still to press for power sharing in Ulster	0
2098	Firemen told to answer emergencies only	2
2099	Mr Wilson steps in with new export deal for Chrysler	0
2100	Girl hit by car gets damages of Å122,760	2
2101	MPs debate economic crisis next week	1
2102	Israel fails to stop leak of Kissinger minutes	0
2103	Whitehall recognizes new Saigon regime	0
2104	Anti-dumping duty is poised over Japanese car imports	0
2105	SW Africa 'can choose', UN told	0
2106	Dr Husak named as successor to President	0
2107	Television blackout to continue	0
2108	Swiss to vote on car ban	0
2109	Mr Wilson silenced by uproar at EEC rally	0
2110	AUEW sued over ballot change	2
2111	Tighter control of CIA urged on President	0
2112	CBI hope of concessions after Industry Bill talks	1
2113	Italian Communists' biggest step in 30 years	0
2114	Four weeks holiday for all is EEC goal	0
2115	Franco veteran named to oversee parties	0
2116	Anti-inflation measures to be unveiled by August 1	1
2117	Yard men fly abroad in Lucan search	2
2118	Gen Amin blames envoy's 'hot temper' for failure of talks	0
2119	Writ is served over Crossman diaries	2
2120	Callaghan-Amin talks on after Hills reprieve	0
2121	Welsh family die at French camping site	0
2122	Agreement on damages for DC10 disaster	2
2123	Final Callaghan plea to save Mr Hills	0
2124	Soyuz and Apollo launched in perfect start to link-up	0
2125	Iceland extends fishing limit by 150 miles	0
2126	Jenkins complaint plan pleases policemen	2
2127	Opposition boycotts Upper House in Delhi	0
2128	Ministers spurn new Lisbon Cabinet	0
2129	Europe MPs win more budget rights	0
2130	Mr Crossman intended to ignore rules on disclosure, court told	2
2131	Telephone services' loss of Å170m tops postal deficit	0
2132	Reason given for Kuldip Nayar's arrest	0
2133	Heads of government gather in Helsinki	0
2134	TUC wants selective import controls	0
2135	Nine hostages freed in Malaysia	0
2136	NUJ calls strike over pay claim dismissals	0
2137	Wilson statement on Court Line promised	2
2138	India's Lower House passes Bill to keep Mrs Gandhi in office	0
2139	Mr Wilson plans to broadcast on inflation	1
2140	Portuguese Premier must go, officers say	0
2141	Yard inquiry into conviction of minicab driver after vandals wreck Leeds Test match pitch	2
2142	Å86,000 paintings stolen	2
2143	MP criticizes decision not to grant bail	2
2144	Mr Healey's warning on winter of price rises	1
2145	Israel's ruling Labour Party approves Sinai agreement by 370 votes to 4	0
2146	General Goncalves faces his denouncers	0
2147	Police marksmen kill raider in Nice bank	2
2148	Australian move to buy island group for Å2m	0
2149	Mrs Thatcher tells the US that Britain has played soft options for too long	0
2150	The reluctant exile of Moscow moves out	0
2151	Pound falls to lowest level against the dollar	1
2152	Woman who shot at Mr Ford had warned police on Sunday	2
2153	New shrub escapes thief's hand	2
2154	Spain rejects foreign outcry on shootings	0
2155	Evidence of settlement in London before the Romans	0
2156	British demand for own voice at energy talks upsets the EEC	0
2157	The way to blarney profit out of barley	0
2158	EEC group defends spending of Å 1.4m	0
2159	Mr Ford startles Congress with plan for huge tax cuts	1
2160	No more government aid for workers' newspaper	0
2161	Mr Wilson tells MPs of eight burglaries involving his papers	2
2162	Mr Wilson seeks TUC, CBI views on recession	1
2163	Sakharov hearing finds fluent Soviet critics	0
2164	Bonn threatens to block aid in letter to Downing Street	0
2165	Trade deficit narrows by 44% to Å211m	0
2166	One million jobless for first time since war	1
2167	Drastic cuts planned to save New York	0
2168	Government pledge to tighten law on abortion	2
2169	Moroccans flock to Sahara march	0
2170	Spanish officials admit that General Franco has acute heart trouble	0
2171	Promise to Commons on Portugal Britons	0
2172	Publication of paper not guaranteed after Saturday	0
2173	General Franco's condition deteriorates after new thrombosis during evening	0
2174	New editor for 'The Observer	0
2175	Mr Hain is remanded on theft charge	2
2176	Mr Wilson today unveils far-reaching strategy to reform British industry	1
2177	New York default may bankrupt us' Con Edison warns Mr Ford	1
2178	Setback in Franco condition after operation success	0
2179	Police swoop on foreign journalists in Angola	0
2180	Chancellor is ready to use import curb in short term	0
2181	Dismissal of Mr Whitlam throws Australia into political turmoil	0
2182	Angola gets freedom under two different names	0
2183	New York arrest of former Panther leader	2
2184	Leftist units in Lisbon placed on the alert	0
2185	Dr Herrema decides to return	0
2186	Judge orders arrest of solicitor	2
2187	Spain grants pardon but no amnesty	0
2188	Unemployment total rises to post-war record	1
2189	Mr Wilson agrees to single EEC seat at oil talks in Paris	0
2190	Å186m order for BAC from Iran	0
2191	Hooliganism and theft make new town a disaster area	2
2192	Chinese try to change Ford policy on Russia	0
2193	Mr Foot criticizes 'The Times	0
2194	Holland says 'no' to gang in train hijack	0
2195	Mr Jenkins will not appeal to Lords on TV licences	0
2196	Brezhnev call for 'a spirit of mutual trust	0
2197	Jailed British doctor may be expelled from Chile	0
2198	Radical new Hailsham proposals on hanging	2
2199	Kissinger plea to help world's poorer states	0
2200	Reports on cuts derided	1
2201	Mafia link discounted in Kennedy friendship	0
2202	1,118,000 jobless total is 70 per cent above last Christmas	1
2203	Customs men arrested in warehouse inquiry	2
2204	Kissinger warning to Russia on Angola intervention dangers	0
2205	Mr Callaghan recalls Chile ambassador over electric shock torture of Dr Cassidy	0
2206	Telephones set for big profit	0
2207	Four of Mr Nixon's former aides appeal against 'unfair' Watergate trial	0
2208	Budget deficit may jump to Å12,000m this year	1
2209	Argentina wants envoy withdrawn	0
2210	Iceland is ready for break with Britain	0
2211	Future of OAU in question after total failure to agree on Angola	0
2212	Party of unemployment	1
2213	China backs Tories' accusations	0
2214	Big vote in Congress to stop aid for Angola	0
2215	Ferrybridge six' win a doubtful victory	2
2216	Bribe disclosures 'may wreck Lockheed	2
2217	Brutal Chile torture confirmed by UN	0
2218	Query on 'Times' wide of mark, Mr Wilson says	0
2219	Struggle for power splits Chinese leadership	0
2220	Government doubts elections for European Parliament can be held as early as 1978 target date	0
2221	Agreement on cuts in Fleet Street	0
2222	Smallest jobless increase since November, 1974 provides hope that recession may be over	1
2223	Britain and Spain begin to heal rift	0
2224	Lion attacks woman but police unable to act	2
2225	Institute urges 6% pay limit to spur recovery	1
2226	Mr Wilson speaks of 'South African role' in Thorpe affair	0
2227	Mr Reagan facing defeat in Florida	0
2228	Royal Commission urges state aid for newspapers	0
2229	Hostages seized in court	2
2230	Shares slide and pound loses nearly a cent	1
2231	Fewer out of work for first time in two years	1
2232	Another Wallace defeat	0
2233	Mr Healey and Mr Benn clash over import controls	0
2234	Wide changes in conspiracy law proposed	2
2235	Boy witness and QC clash in Hain trial	2
2236	Mr Healey offers tax relief in return for 3% pay limit	1
2237	Mozambique and Zambia plan Rhodesia tactics	0
2238	US court opens white suburbs to blacks	0
2239	Dr Kissinger puts US firmly behind African majority rule	0
2240	Eclipse of Sun tomorrow	0
2241	The pound steadier at about $ 1.825	1
2242	John Stonehouse clashes with judge over adjournment plea	2
2243	Talks soon on identity evidence	2
2244	Defence of pound cost Britain $ 1,500m last month	1
2245	Chancellor rejects left wing policy on economy	1
2246	Jailings expose other face of the Vorster dÃ©tente policy	0
2247	More wins seen for Mr Reagan	0
2248	Doubts about identification free George Davis	2
2249	Lord Cudlipp to lead anti-inflation drive	1
2250	Bolivian Ambassador shot dead in Paris street	0
2251	Mr Ford heading for victory in Michigan	0
2252	Aid warning to Malawi over expulsions	0
2253	Blue film plot' diplomat is recalled	0
2254	South Africans asked how Liberals could be 'smeared', colonel says	0
2255	Å200 cost of adapting TV set for Teletext	0
2256	New setback is likely for nationalization Bill	1
2257	Pound given another boost by better trade figures	1
2258	Ford-Carter leads in New Jersey and Ohio	0
2259	Gunmen murder chief prosecutor of Genoa	2
2260	Mr Callaghan hints rate of inflation is down again	1
2261	Conservatives in move to dismiss the European Commission	0
2262	Å6m saving expected in plan to restrict divorce legal aid	2
2263	Damages of Å34,000 for 'Kojak' actor	0
2264	Mao hosting of foreign visitors ends	0
2265	US Treasury warns Britain of need for economic changes	0
2266	Signs of end to employment recession	1
2267	Giscard call for more confident relations	0
2268	Sicilian results point the moral of Italian election pattern	0
2269	Swede jailed and Italian fined for dog offences	0
2270	No promises on public spending cuts in 1977	1
